80	1	32179853	32179854	1
82	1	32707210	32707211	1
79	1	31619494	31619495	1
81	1	32692290	32692291	1
78	1	29867842	29867843	1
76	1	29285705	29285706	1
77	1	29750167	29750168	1
73	1	28789178	28789179	1
74	1	28814791	28814792	1
75	1	28915518	28915519	1
71	1	28139617	28139618	1
72	1	28208575	28208576	1
70	1	27746703	27746704	1
69	1	27608308	27608309	1
68	1	26399444	26399445	1
66	1	24928100	24928101	1
67	1	25100574	25100575	1
63	1	24107239	24107240	1
64	1	24493191	24493192	1
65	1	24540913	24540914	1
60	1	21028647	21028648	1
61	1	21644230	21644231	1
58	1	20781587	20781588	1
59	1	20802551	20802552	1
54	1	19320697	19320698	1
56	1	20006942	20006943	1
62	1	22053918	22053919	1
53	1	19248337	19248338	1
57	1	20624000	20624001	1
51	1	17642404	17642405	1
52	1	17919483	17919484	1
55	1	19519892	19519893	1
49	1	17483747	17483748	1
47	1	16460677	16460678	1
48	1	16786147	16786148	1
46	1	16012085	16012086	1
43	1	15316434	15316435	1
44	1	15371083	15371084	1
45	1	15765440	15765441	1
40	1	13461266	13461267	1
41	1	14278794	14278795	1
42	1	14508534	14508535	1
38	1	12454768	12454769	1
39	1	12546603	12546604	1
36	1	11560579	11560580	1
35	1	11227247	11227248	1
37	1	12063813	12063814	1
34	1	10711888	10711889	1
33	1	10281934	10281935	1
32	1	10017917	10017918	1
30	1	9145964	9145965	1
31	1	9341343	9341344	1
29	1	9094408	9094409	1
26	1	8628409	8628410	1
28	1	8969480	8969481	1
23	1	8359803	8359804	1
24	1	8382713	8382714	1
25	1	8411725	8411726	1
19	1	7536599	7536600	1
20	1	7708666	7708667	1
22	1	7908491	7908492	1
21	1	7765061	7765062	1
18	1	7306065	7306066	1
27	1	8813966	8813967	1
16	1	6790992	6790993	1
17	1	7058547	7058548	1
13	1	6323136	6323137	1
14	1	6359262	6359263	1
15	1	6719654	6719655	1
12	1	4838850	4838851	1
11	1	4529872	4529873	1
9	1	3580596	3580597	1
10	1	3702067	3702068	1
8	1	3079565	3079566	1
4	1	1669721	1669722	1
6	1	1769821	1769822	1
7	1	2123270	2123271	1
5	1	1725886	1725887	1
3	1	1490116	1490117	1
1	1	857604	857605	1
2	1	960108	960109	1
191	2	32213163	32213164	1
193	2	32469265	32469266	1
183	2	30598075	30598076	1
186	2	31267355	31267356	1
192	2	32364635	32364636	1
194	2	32533813	32533814	1
195	2	32704001	32704002	1
180	2	29725934	29725935	1
181	2	29774767	29774768	1
187	2	31401716	31401717	1
184	2	30666741	30666742	1
189	2	31855596	31855597	1
190	2	32073359	32073360	1
177	2	28351387	28351388	1
179	2	29053980	29053981	1
176	2	28158004	28158005	1
178	2	28777071	28777072	1
170	2	26305644	26305645	1
173	2	26803745	26803746	1
169	2	26197863	26197864	1
166	2	25165264	25165265	1
171	2	26567389	26567390	1
174	2	26985911	26985912	1
167	2	25190493	25190494	1
175	2	27092494	27092495	1
163	2	24129621	24129622	1
165	2	25116882	25116883	1
159	2	22811789	22811790	1
162	2	23690837	23690838	1
161	2	23507725	23507726	1
157	2	22182029	22182030	1
147	2	19747309	19747310	1
148	2	19813085	19813086	1
155	2	20784692	20784693	1
150	2	20129424	20129425	1
151	2	20223771	20223772	1
152	2	20444627	20444628	1
154	2	20635090	20635091	1
153	2	20613019	20613020	1
145	2	19471622	19471623	1
139	2	18254731	18254732	1
140	2	18281057	18281058	1
141	2	18303897	18303898	1
129	2	14991257	14991258	1
132	2	16533821	16533822	1
134	2	16782882	16782883	1
136	2	16837901	16837902	1
143	2	19191007	19191008	1
133	2	16585136	16585137	1
138	2	17806390	17806391	1
142	2	18796642	18796643	1
131	2	16398597	16398598	1
128	2	14564960	14564961	1
127	2	14431555	14431556	1
137	2	17275622	17275623	1
144	2	19216833	19216834	1
123	2	12687180	12687181	1
124	2	12804850	12804851	1
125	2	13183001	13183002	1
126	2	13613521	13613522	1
120	2	11437219	11437220	1
121	2	11979129	11979130	1
118	2	10825815	10825816	1
114	2	9700725	9700726	1
119	2	11313452	11313453	1
117	2	10092062	10092063	1
116	2	9764763	9764764	1
112	2	9164927	9164928	1
115	2	9714553	9714554	1
110	2	7496863	7496864	1
111	2	8368909	8368910	1
109	2	7437619	7437620	1
108	2	6882830	6882831	1
107	2	6507264	6507265	1
104	2	5854899	5854900	1
105	2	6109175	6109176	1
103	2	5469920	5469921	1
100	2	5276473	5276474	1
102	2	5439929	5439930	1
106	2	6323620	6323621	1
99	2	5184754	5184755	1
101	2	5361761	5361762	1
98	2	3519183	3519184	1
94	2	2240054	2240055	1
96	2	2695156	2695157	1
91	2	1902597	1902598	1
83	2	17994	17995	1
97	2	3477040	3477041	1
87	2	797817	797818	1
86	2	685977	685978	1
89	2	892607	892608	1
198	3	1179200	1179201	1
199	3	1345120	1345121	1
200	3	1622064	1622065	1
201	3	1918614	1918615	1
197	3	859014	859015	1
202	3	3385334	3385335	1
206	3	5289584	5289585	1
204	3	3880315	3880316	1
203	3	3806630	3806631	1
205	3	4579592	4579593	1
209	3	5719861	5719862	1
208	3	5505709	5505710	1
210	3	5826164	5826165	1
211	3	6360599	6360600	1
212	3	6715404	6715405	1
220	3	10597424	10597425	2
221	3	10790981	10790982	2
213	3	7065805	7065806	2
214	3	7555975	7555976	2
216	3	8018285	8018286	2
219	3	9974538	9974539	2
225	3	12447467	12447468	2
217	3	9922294	9922295	2
218	3	9951921	9951922	2
231	3	13574752	13574753	2
226	3	12463250	12463251	2
215	3	7888164	7888165	2
222	3	10832162	10832163	2
227	3	12877947	12877948	2
230	3	13209194	13209195	2
223	3	11185469	11185470	2
224	3	11847877	11847878	2
232	3	13648381	13648382	2
233	3	14533982	14533983	2
229	3	13158758	13158759	2
234	3	14651419	14651420	1
235	3	14981941	14981942	1
236	3	16873123	16873124	1
237	3	17265294	17265295	1
239	3	17651846	17651847	1
240	3	18232979	18232980	1
242	3	18729351	18729352	1
246	3	21176233	21176234	1
248	3	21965533	21965534	1
245	3	21106036	21106037	1
247	3	21506539	21506540	1
253	3	23917206	23917207	1
249	3	23279469	23279470	1
250	3	23319869	23319870	1
252	3	23851709	23851710	1
251	3	23599911	23599912	1
254	3	24508851	24508852	1
303	4	15757014	15757015	1
305	4	16463115	16463116	1
306	4	16628462	16628463	1
307	4	16829425	16829426	1
309	4	17362638	17362639	1
308	4	17073966	17073967	1
298	4	13869129	13869130	1
294	4	12359924	12359925	1
301	4	14841532	14841533	1
295	4	13254334	13254335	1
291	4	10773978	10773979	1
288	4	10039256	10039257	1
286	4	9270852	9270853	1
289	4	10621366	10621367	1
287	4	9366457	9366458	1
290	4	10725637	10725638	1
285	4	9206906	9206907	1
283	4	7724094	7724095	1
284	4	7813804	7813805	1
278	4	6733915	6733916	1
279	4	6811607	6811608	1
280	4	6899342	6899343	1
273	4	5403382	5403383	1
275	4	6201756	6201757	1
277	4	6418791	6418792	1
271	4	4722972	4722973	1
272	4	5357207	5357208	1
269	4	4353335	4353336	1
257	4	96681	96682	2
261	4	1423090	1423091	2
264	4	1858225	1858226	2
266	4	2564143	2564144	2
310	5	109690	109691	2
314	5	926153	926154	1
311	5	329882	329883	1
312	5	520290	520291	1
313	5	580280	580281	1
315	5	1316600	1316601	1
316	5	1514214	1514215	1
317	5	1581502	1581503	1
318	5	1773363	1773364	1
319	5	2663616	2663617	1
326	5	4379823	4379824	1
329	5	4603541	4603542	1
330	5	5220665	5220666	1
321	5	2944711	2944712	1
