44	1	24537450	24537451	1
43	1	24405919	24405920	1
41	1	21308330	21308331	1
39	1	20277328	20277329	1
40	1	20786119	20786120	1
37	1	19535251	19535252	1
35	1	18172408	18172409	1
34	1	16711566	16711567	1
33	1	16268244	16268245	1
26	1	12561608	12561609	1
27	1	12683989	12683990	1
29	1	13094543	13094544	1
32	1	15586999	15587000	1
31	1	13722156	13722157	1
30	1	13442061	13442062	1
25	1	11381725	11381726	1
24	1	10549036	10549037	1
16	1	8471166	8471167	1
18	1	8702631	8702632	1
19	1	8749798	8749799	1
21	1	9211022	9211023	1
22	1	9482245	9482246	1
23	1	9515780	9515781	1
15	1	8318375	8318376	1
14	1	7814239	7814240	1
17	1	8527878	8527879	1
11	1	5338585	5338586	1
3	1	2587164	2587165	1
13	1	6815728	6815729	1
12	1	5895070	5895071	1
9	1	4077635	4077636	1
8	1	3788318	3788319	1
4	1	2635389	2635390	1
5	1	2808861	2808862	1
2	1	2448946	2448947	1
10	1	5241999	5242000	1
6	1	3157052	3157053	1
1	1	2189822	2189823	1
155	2	32231976	32231977	1
152	2	30767170	30767171	1
151	2	30437397	30437398	1
150	2	30153896	30153897	1
148	2	29440881	29440882	1
147	2	29118522	29118523	1
146	2	28969975	28969976	1
144	2	28508304	28508305	1
141	2	27199320	27199321	1
143	2	27439534	27439535	1
140	2	26833908	26833909	1
139	2	26560799	26560800	1
142	2	27283656	27283657	1
137	2	25811180	25811181	1
136	2	25307637	25307638	1
133	2	23603578	23603579	1
134	2	24034993	24034994	1
127	2	22566152	22566153	1
130	2	22943110	22943111	1
131	2	22957016	22957017	1
128	2	22656230	22656231	1
125	2	21667687	21667688	1
126	2	21837492	21837493	1
129	2	22893229	22893230	1
120	2	19676760	19676761	1
124	2	21209453	21209454	1
123	2	20904384	20904385	1
122	2	20637640	20637641	1
121	2	19864656	19864657	1
117	2	17312219	17312220	1
116	2	16417247	16417248	1
118	2	18251997	18251998	1
115	2	16344985	16344986	1
114	2	16224666	16224667	1
112	2	15867095	15867096	1
111	2	15562913	15562914	1
107	2	14040608	14040609	1
109	2	14610355	14610356	1
110	2	15049160	15049161	1
95	2	10239253	10239254	1
99	2	11652259	11652260	1
105	2	13080154	13080155	1
106	2	13222796	13222797	1
104	2	13021861	13021862	1
103	2	12692544	12692545	1
102	2	12383287	12383288	1
101	2	12250691	12250692	1
98	2	11640974	11640975	1
108	2	14431486	14431487	1
97	2	11039204	11039205	1
100	2	11967746	11967747	1
96	2	10340955	10340956	1
93	2	10110008	10110009	1
92	2	10023664	10023665	1
91	2	9961536	9961537	1
90	2	9725954	9725955	1
89	2	9287797	9287798	1
88	2	9147686	9147687	1
87	2	8677155	8677156	1
85	2	7652371	7652372	1
86	2	7774016	7774017	1
81	2	5828950	5828951	1
80	2	5740494	5740495	1
83	2	6284067	6284068	1
84	2	6644947	6644948	1
79	2	4951810	4951811	1
77	2	4373794	4373795	1
82	2	6080732	6080733	1
75	2	3968118	3968119	1
78	2	4425089	4425090	1
74	2	3337790	3337791	1
73	2	3007012	3007013	1
71	2	2578921	2578922	1
60	2	914663	914664	1
62	2	1448951	1448952	1
68	2	2273190	2273191	1
72	2	2819152	2819153	1
64	2	1575127	1575128	1
66	2	2084982	2084983	1
58	2	529414	529415	1
737	11	21494320	21494321	4
731	11	18931725	18931726	4
736	11	21333984	21333985	4
734	11	20513652	20513653	4
738	11	22266843	22266844	4
730	11	18159486	18159487	4
735	11	21316269	21316270	4
732	11	19634995	19634996	4
729	11	17935191	17935192	4
728	11	17447281	17447282	4
727	11	17198698	17198699	4
726	11	16892117	16892118	4
725	11	16845671	16845672	4
724	11	16290245	16290246	4
722	11	15284701	15284702	4
721	11	14536145	14536146	4
719	11	13564890	13564891	4
718	11	13365184	13365185	4
720	11	13703082	13703083	4
716	11	12511318	12511319	4
715	11	12311449	12311450	4
714	11	11946779	11946780	4
712	11	11240152	11240153	4
711	11	9989562	9989563	4
710	11	9502024	9502025	4
706	11	7862473	7862474	4
704	11	7722287	7722288	4
705	11	7803281	7803282	4
703	11	6946404	6946405	4
702	11	6785798	6785799	4
700	11	5873713	5873714	4
688	11	445841	445842	2
695	11	2225077	2225078	2
689	11	537139	537140	2
690	11	661689	661690	2
691	11	971740	971741	2
698	11	2844808	2844809	2
694	11	2207451	2207452	2
696	11	2495347	2495348	2
692	11	1982232	1982233	2
699	11	3131037	3131038	2
315	5	1379420	1379421	3
311	5	718498	718499	3
317	5	1532580	1532581	3
314	5	1216850	1216851	3
318	5	1690032	1690033	3
308	5	207606	207607	3
316	5	1502106	1502107	3
310	5	647562	647563	3
322	5	3609933	3609934	3
325	5	4617901	4617902	3
324	5	4410234	4410235	3
326	5	4901212	4901213	3
327	5	5481298	5481299	3
328	5	5753189	5753190	3
329	5	5997345	5997346	3
334	5	7035336	7035337	3
337	5	7996196	7996197	3
332	5	7000860	7000861	3
336	5	7611606	7611607	3
338	5	8467387	8467388	3
330	5	6270549	6270550	3
331	5	6560551	6560552	3
333	5	7019954	7019955	3
319	5	2244764	2244765	3
340	5	10334299	10334300	3
339	5	10308207	10308208	3
343	5	11337278	11337279	3
341	5	10599476	10599477	3
342	5	10977844	10977845	3
344	5	12330909	12330910	3
347	5	12729777	12729778	3
346	5	12609865	12609866	3
345	5	12369231	12369232	3
361	5	17540708	17540709	2
358	5	17025036	17025037	2
359	5	17062124	17062125	2
356	5	15486161	15486162	2
357	5	16230307	16230308	2
353	5	15141288	15141289	2
352	5	14924667	14924668	2
355	5	15178225	15178226	2
354	5	15164942	15164943	2
360	5	17471260	17471261	2
350	5	14226024	14226025	2
348	5	13282798	13282799	2
349	5	13819924	13819925	2
363	5	19048119	19048120	3
364	5	19258058	19258059	3
362	5	18435290	18435291	3
365	5	19892652	19892653	3
351	5	14622319	14622320	2
368	5	21221869	21221870	3
367	5	21029624	21029625	3
369	5	21838418	21838419	3
370	5	23185382	23185383	3
372	5	23889710	23889711	3
371	5	23330346	23330347	3
374	5	24113963	24113964	3
373	5	24013819	24013820	3
376	5	25229821	25229822	3
375	5	25190546	25190547	3
377	5	26354114	26354115	3
378	5	26377891	26377892	3
1080	19	4271606	4271607	2
1083	19	4906807	4906808	2
1079	19	4219775	4219776	2
1091	19	8034454	8034455	5
1084	19	5893938	5893939	5
1086	19	6537125	6537126	5
1085	19	6187317	6187318	5
1088	19	7629909	7629910	5
1089	19	7648441	7648442	5
1092	19	8059179	8059180	5
1094	19	8999744	8999745	5
1093	19	8488643	8488644	5
1096	19	9701227	9701228	5
1098	19	9941145	9941146	5
1095	19	9511644	9511645	5
1107	19	12296894	12296895	5
1100	19	10180775	10180776	5
1102	19	10570395	10570396	5
1099	19	10084650	10084651	5
1103	19	11110836	11110837	5
1104	19	11181464	11181465	5
1106	19	11895828	11895829	5
1108	19	12426923	12426924	5
1105	19	11797672	11797673	5
1112	19	13621474	13621475	5
1113	19	14112903	14112904	5
1119	19	16749787	16749788	2
1117	19	15424140	15424141	2
1121	19	17430853	17430854	2
1118	19	15720546	15720547	2
1120	19	16877329	16877330	2
1122	19	17486774	17486775	2
1123	19	17882412	17882413	2
1114	19	14277349	14277350	2
1124	19	18144432	18144433	5
426	7	2362548	2362549	2
424	7	1574097	1574098	2
431	7	3519886	3519887	2
433	7	3850264	3850265	1
428	7	2995400	2995401	1
425	7	1702613	1702614	2
432	7	3557790	3557791	1
423	7	462087	462088	2
429	7	3018235	3018236	1
427	7	2748261	2748262	1
430	7	3493765	3493766	1
434	7	4046305	4046306	1
446	7	7860880	7860881	1
444	7	7445322	7445323	1
438	7	6547611	6547612	1
443	7	7342813	7342814	1
435	7	5796652	5796653	1
436	7	6104024	6104025	1
437	7	6239807	6239808	1
441	7	7116656	7116657	1
439	7	6928631	6928632	1
442	7	7150550	7150551	1
445	7	7734871	7734872	1
447	7	8151283	8151284	1
449	7	8521923	8521924	1
450	7	8563923	8563924	1
448	7	8496053	8496054	1
453	7	8955502	8955503	1
451	7	8674271	8674272	1
440	7	7086486	7086487	1
454	7	10050441	10050442	1
459	7	11240664	11240665	1
458	7	10464168	10464169	1
455	7	10096785	10096786	1
457	7	10356080	10356081	1
462	7	12307906	12307907	1
473	7	16149106	16149107	1
452	7	8781792	8781793	1
469	7	14406248	14406249	1
461	7	11809795	11809796	1
464	7	12911938	12911939	1
471	7	14762326	14762327	1
460	7	11416185	11416186	1
468	7	13871489	13871490	1
466	7	13168480	13168481	1
465	7	13142797	13142798	1
470	7	14739761	14739762	1
463	7	12437113	12437114	1
472	7	15671422	15671423	1
474	7	16423035	16423036	1
475	7	17065274	17065275	1
476	7	18362781	18362782	1
477	7	18945963	18945964	1
490	7	23793373	23793374	2
